394,폭탄,bomb
395,양식,form
396,임원,executive
397,장관,minister
398,적자,deficit
399,개발,development
400,비행,flight
401,비서,secretary
402,위원회,committee
403,소비자,consumer
404,바위,rock
405,그림,figure
406,주제,subject
407,문화,culture
408,머리,hair
409,적용 범위 ..... jeog-yong,coverage
410,손실,loss
411,아빠,dad
412,메모,note
413,활동,activity
414,목표,goal
415,옵션,option
416,가스,gas
417,지역,region
418,인구,population
419,능력,ability
420,해상도,resolution
421,직원,employee
422,뇌,brain
423,정치,politician
424,중간,middle
425,폭풍,storm
426,생성,generation
427,비평가,critic
428,팬,fan
429,과학자,scientist
430,대상,target
431,캠프,camp
432,오후,afternoon
433,방향,direction
434,과학,science
435,기자,journalist
436,정도,degree
437,불륜,affair
438,피해,damage
439,전략,strategy
440,요인,factor
441,공장,plant
442,민주주의,democracy
443,의심,doubt
444,솔루션,solution
445,지출,spending
446,교육,training
447,남용,abuse
448,위험,danger
449,환경,environment
450,메모리,memory
451,성격,nature
452,재료,material
453,문서,document
454,소득,income
455,분석,analyst
456,플레이,play
457,가드,guard
458,호텔,hotel
459,에디터,editor
460,미사일,missile
461,사고,accident
462,목적,purpose
463,작가,writer
464,비상,emergency
465,성장,growth
466,침대,bed
467,복지,welfare
468,성인,adult
469,믿음,faith
470,제안,proposal
471,모델,model
472,군대,army
473,사건,incident
474,상자,box
475,군중,crowd
476,존경,respect
477,부서,department
478,액세스,access
479,날짜,date
480,최고,chief
481,날씨,weather
482,공항,airport
483,기계,machine
484,창,window
485,의제,agenda
486,조언,advice
487,검찰,prosecution
488,충돌,conflict
489,가을,fall
490,파일럿,pilot
491,연습,practice
492,트랙,track
493,소유자,owner
494,증가,increase
495,법률,legislation
496,나무,tree
497,부채,debt
498,적,enemy
499,트럭,truck
500,리드,lead
501,대회,convention
502,도움,aid
503,자살,suicide
504,품질,quality
505,보수적 인 ..... bosujeog,conservative
506,크기,size
507,계정,account
508,즐거움,pleasure
509,기관,institution
510,항공사,airline
511,무게,weight
512,접근 방식 ..... jeobgeun,approach
513,수술,surgery
514,휴가,holiday
515,시작,start
516,승리,victory
517,지구,district
518,관계,relation
519,검색,search
520,승무원,crew
521,패널,panel
522,연합,coalition
523,이동,move
524,패키지,package
525,체크,check
526,소수,minority
527,단위,unit
528,가방,bag
529,깜짝,surprise
530,초점,focus
531,상황,circumstance
532,제작자,producer
533,투자,investment
534,공,ball
535,동료,colleague
536,자원,resource
537,판단,judgment
538,배경,background
539,연합,union
540,주소,address
541,드라이버,driver
542,영웅,hero
543,의학,medicine
544,대표,representative
545,차량,vehicle
546,사령관,commander
547,작가,artist
548,시장,mayor
549,실행,run
550,배,ship
551,이론,theory
552,화면,screen
553,수업,lesson
554,상주,resident
555,파트너,partner
556,바,bar
557,티켓,ticket
558,재해,disaster
559,성능,performance
560,후원자,supporter
561,범인,killer
562,협상,negotiation
563,바다,sea
564,바람,wind
565,신발,shoe
566,비밀,secret
567,비극,tragedy
568,선물,gift
569,투어,tour
570,관리자,manager
571,밴드,band
572,탄생,birth
573,호스트,host
574,대출,loan
575,주장,allegation
576,승자,winner
577,종교,religion
578,기사,article
579,세션,session
580,존재,being
581,범위,extent
582,계약,contract
583,문장,sentence
584,측정,measure
585,대리,deputy
586,자신감,confidence
587,지옥,hell
588,구호,relief
589,관점,perspective
590,장점,advantage
591,스캔들,scandal
592,다리,leg
593,레스토랑,restaurant
594,저녁 식사 ..... jeonyeog,dinner
595,클라이언트,client
596,실패,failure
597,분기,quarter
598,요소,element
599,주장,claim
600,등록,property
601,버전,version
602,시도,attempt
603,버스,bus
604,고객,customer
605,매력,appeal
606,파운드,pound
607,보호,protection
608,유전자,gene
609,돌,stone
610,반대,opposition
611,아파트,apartment
612,전면,front
613,여성,female
614,죄수,prisoner
615,검은 색 ..... geom-eun,black
616,갱,gang
617,원칙,principle
618,동맹,ally
619,고문,adviser
620,방문,visit
621,새,bird
622,스탠드,stand
623,통신,communication
624,보트,boat
625,연결,connection
626,키,key
627,파업,strike
628,페널티,penalty
629,경고,warning
630,운,luck
631,DNA,dna
632,정신,spirit
633,턴,turn
634,시설,facility
635,십대,teenager
636,약속,commitment
637,아이템,item
638,절차,procedure
639,반,half
640,탱크,tank
641,전화,telephone
642,공급,supply
643,태도,attitude
644,블록,block
645,채권,bond
646,스타일,style
647,축구,football
648,연료,fuel
649,데이터,data
650,유리,glass
651,소송,suit
652,강도,strength
653,비판,criticism
654,얼음,ice
655,장비,equipment
656,약속,promise
657,반환,return
658,앨범,album
659,생산,production
660,코너,corner
661,결과,consequence
662,생활,living
663,부상,injury
664,커버,cover
665,현장,spot
666,가슴,breast
667,봄,spring
668,논쟁,controversy
669,파괴,destruction
670,화면,aspect
671,클럽,club
672,항공기,aircraft
673,회사,firm
674,정권,regime
675,경쟁,competition
676,이익,profit
677,지식,knowledge
678,대변​​인,spokesman
679,리뷰,review
680,이해,understanding
681,경기 침체 ..... gyeong-gi,recession
682,가수,singer
683,마을,village
684,체포,arrest
685,눈,snow
686,농담,joke
687,금,gold
688,연락처,contact
689,수요,demand
690,작업,task
691,구멍,hole
692,일반,general
693,피부,skin
694,카운트,count
695,상대,opponent
696,결론,conclusion
697,우선 순위 ..... useon,priority
698,강간,rape
699,난민,refugee
700,산,mountain
701,정상 회담 ..... jeongsang,summit
702,바닥,bottom
703,관리,management
704,위원회,commission
705,범위,range
706,코드,code
707,현금,cash
708,입,mouth
709,존재,presence
710,공유,share
711,패션,fashion
712,모양,shape
713,의자,chair
714,손가락,finger
715,물고기,fish
716,판,edition
717,가장자리,edge
718,제한,limit
719,기차,train
720,믿음,belief
721,균형,balance
722,교환,exchange
723,농장,farm
724,영역,zone
725,승객,passenger
726,거짓말,lie
727,의무,duty
728,교통,traffic
729,말,horse
730,전통,tradition
731,복구,recovery
732,관리자,inspector
733,어려움,difficulty
734,파일,file
735,생일,birthday
736,금융,finance
737,충돌,crash
738,영향,influence
739,규제,regulation
740,분석,analysis
741,투쟁,struggle
742,열,heat
743,드레스,dress
744,릴리스,release
745,겨울,winter
746,바이러스,virus
747,테마,theme
748,개념,notion
749,장치,device
750,분노,anger
751,영어,english
752,플래그,flag
753,컨텍스트,context
754,날개,wing
755,싸움,fighting
756,패턴,pattern
757,엔터테인먼트,entertainment
758,외관,appearance
759,절약,saving
760,투자자,investor
761,다리,bridge
762,결제,settlement
763,비,rain
764,나무,wood
765,메일,mail
766,농부,farmer
767,신비,mystery
768,기도,prayer
769,비전,vision
770,우울증,depression
771,폭발,explosion
772,피고,defendant
773,구조,structure
774,개정,amendment
775,폭행,assault
776,사고,thinking
777,치료,therapy
778,간호사,nurse
779,경로,path
780,자금 조달 ..... jageum,funding
781,도구,tool
782,제목,title
783,주택,housing
784,가게,shop
785,불만,complaint
786,파,wave
787,고양이,cat
788,지도,map
789,고용주,employer
790,증거,proof
791,감정,emotion
792,기술,skill
793,신뢰,trust
794,화제,topic
795,성격,personality
796,홀,hall
797,캐비닛,cabinet
798,뼈,bone
799,영혼,soul
800,닭,chicken
801,위치,location
802,표시,indication
803,스피커,speaker
804,임금,wage
805,시대,era
806,요청,request
807,보스,boss
808,코치,coach
809,부동산,estate
810,부문,sector
811,계란,egg
812,스테이크,stake
813,정지,stop
814,반지,ring
815,충격,shock
816,기여,contribution
817,발표,announcement
818,담배,cigarette
819,부엌,kitchen
820,영토,territory
821,명령,command
822,섬,island
823,시위,protest
824,인상,impression
825,오류,fault
826,해안,coast
827,읽기,reading
828,다양한,variety
829,수익,revenue
830,벨,bell
831,커피,coffee
832,알코올,alcohol
833,점심,lunch
834,기대,expectation
835,등급,grade
836,다이어트,diet
837,섹션,section
838,귀,ear
839,하늘,sky
840,지원,assistance
841,신호,signal
842,스트레스,stress
843,대안,alternative
844,연구원,researcher
845,케이블,cable
846,개방,opening
847,해변,beach
848,자원 봉사 ..... jawon,volunteer
849,부담,burden
850,형사,detective
851,장난감,toy
852,게인,gain
853,자산,asset
854,수영장,pool
855,추세,trend
856,설문 조사 ..... seolmun,survey
857,행성,planet
858,강,river
859,신원,identity
860,바다,ocean
861,기쁨,joy
862,지연,delay
863,병원,clinic
864,마당,yard
865,팁,tip
866,이혼,divorce
867,태양,sun
868,행,row
869,구,phrase
870,가치,worth
871,컬렉션,collection
872,행사,occasion
873,표면,surface
874,타이,tie
875,음악가,musician
876,개념,concept
877,긴장,tension
878,결과,outcome
879,승인,approval
880,동료,fellow
881,아름다움,beauty
882,사고,casualty
883,복사,copy
884,광산,mine
885,시계,watch
886,수면,sleep
887,평균,average
888,여행,travel
889,사기,fraud
890,카테고리,category
891,운동,exercise
892,유죄 판결 ..... yujoe,conviction
893,사업,initiative
894,기술,technique
895,기록,recording
896,시력,sight
897,감소,reduction
898,전체,whole
899,기업,corporation
900,열정,passion
901,장례식,funeral
902,청소년,youth
903,악기,instrument
904,거리,distance
905,사막,desert
906,기념일,anniversary
907,쓰기,writing
908,침공,invasion
909,타협,compromise
910,질병,illness
911,눈물,tear
912,게이트,gate
913,숲,forest
914,실험,experiment
915,골프,golf
916,재능,talent
917,포스트,post
918,격차,gap
919,사제,priest
920,소설,novel
921,분할,division
922,욕망,desire
923,모자,hat
924,주택 담보 대출 ..... jutaeg dambo,mortgage
925,명성,reputation
926,점수,score
927,어깨,shoulder
928,상대,relative
929,열,column
930,지불,payment
931,전환,transition
932,수상,award
933,능력,capability
934,정의,definition
935,포켓,pocket
936,속도,speed
937,콘서트,concert
938,기후,climate
939,단서,clue
940,맥주,beer
941,코,nose
942,녹색,green
943,정원,garden
944,위성,satellite
945,행사,ceremony
946,인간의,human
947,발견,discovery
948,타고,ride
949,루트,root
950,차,tea
951,운동,motion
952,비율,percentage
953,조합,combination
954,설명,explanation
955,규모,scale
956,체인,chain
957,쌍둥이,twin
958,용량,capacity
959,딜러,dealer
960,터치,touch
961,여행,journey
962,대리자,delegate
963,링크,link
964,플라스틱,plastic
965,자극,stimulus
966,캡,cap
967,롤,roll
968,건설,construction
969,의도,intention
970,분쟁,dispute
971,분위기,mood
972,디자인,design
973,어린 시절 ..... eolin,childhood
974,엔진,engine
975,수명,lifetime
976,악몽,nightmare
977,댄스,dance
978,식사,meal
979,제안,offer
980,의무,obligation
981,사전,advance
982,자선,charity
983,관광,tourist
984,공장,factory
985,지방,fat
986,소금,salt
987,목,neck
988,침실,bedroom
989,에피소드,episode
990,엔지니어,engineer
991,처벌,punishment
992,테스트,testing
993,인스턴스,instance
994,전망,prospect
995,쇼핑,shopping
996,연기,smoke
997,고기,meat
998,홀드,hold
999,은퇴,retirement
1000,인플레이션,inflation
1001,드라마,drama
1002,책상,desk
1003,급여,salary
1004,성경,bible
1005,보조금,grant
1006,데모,demonstration
1007,대화,dialogue
1008,물질,substance
1009,핵심,core
1010,조약,treaty
1011,인사,personnel
1012,샘플,sample
1013,전술,tactic
1014,방법,method
1015,노이즈,noise
1016,목표,objective
1017,꽃,flower
1018,컵,cup
1019,온도,temperature
1020,기호,symbol
1021,혁명,revolution
1022,맛,taste
1023,박물관,museum
1024,프로필,profile
1025,제안,suggestion
1026,경로,route
1027,치아,tooth
1028,컨설턴트,consultant
1029,드라이브,drive
1030,장애,disorder
1031,설탕,sugar
1032,상승,rise
1033,칩,chip
1034,동기,motive
1035,셔츠,shirt
1036,포트,port
1037,가능성,potential
1038,일정,schedule
1039,의회,parliament
1040,대회,contest
1041,분위기,atmosphere
1042,분기,branch
1043,추정,estimate
1044,증상,symptom
1045,참여,involvement
1046,차별,discrimination
1047,천국,heaven
1048,거리,walk
1049,운영자,operator
1050,추천,recommendation
1051,반란군,rebel
1052,라운드,round
1053,메이커,maker
1054,와인,wine
1055,발언,remark
1056,엉망,mess
1057,톤,tone
1058,저항,resistance
1059,중요성,importance
1060,예외,exception
1061,플랫폼,platform
1062,칼,knife
1063,인식,perception
1064,수수료,fee
1065,마스터,master
1066,원,circle
1067,방법,manner
1068,제트,jet
1069,의미,meaning
1070,평가,assessment
1071,판,plate
1072,비용,expense
1073,줄거리,plot
1074,교실,classroom
1075,브랜드,brand
1076,그림,painting
1077,지붕,roof
1078,특권,privilege
1079,술,drink
1080,금지,ban
1081,내용,content
1082,화학 물질 ..... hwahag,chemical
1083,프랑스,french
1084,검사,inspection
1085,인센티브,incentive
1086,피아노,piano
1087,병,bottle
1088,폐기물,waste
1089,오류,error
1090,라벨,label
1091,시계,clock
1092,크림,cream
1093,좋은,good
1094,상,phase
1095,철학,philosophy
1096,행위,conduct
1097,주기,cycle
1098,전기,electricity
1099,감독,bishop
1100,독자,reader
1101,임신,pregnancy
1102,리그,league
1103,애완 동물 ..... aewan,pet
1104,기초,foundation
1105,붐,boom
1106,타워,tower
1107,기능,feature
1108,철수,withdrawal
1109,숨,breath
1110,균열,crack
1111,제조 업체 ..... jejo,manufacturer
1112,전문가,specialist
1113,참조,reference
1114,이야기,tale
1115,제공,provision
1116,역사,historian
1117,와이어,wire
1118,투기,speculation
1119,쌍,pair
1120,변명,excuse
1121,초콜릿,chocolate
1122,축하,celebration
1123,치즈,cheese
1124,운,fortune
1125,화장실,bathroom
1126,함수,function
1127,우주,universe
1128,채널,channel
1129,미소,smile
1130,우유,milk
1131,요구 사항 ..... yogu,requirement
1132,의혹,suspicion
1133,가정,household
1134,발견,finding
1135,가슴,chest
1136,루틴,routine
1137,고려,consideration
1138,라이브러리,library
1139,해,harm
1140,여백,margin
1141,객체,object
1142,기타,guitar
1143,버튼,button
1144,침묵,silence
1145,개선,improvement
1146,드롭,drop
1147,약속,appointment
1148,사업가,businessman
1149,흐름,flow
1150,금속,metal
1151,거울,mirror
1152,본,present
1153,캐리어,carrier
1154,식,expression
1155,운명,fate
1156,클라우드,cloud
1157,근육,muscle
1158,벨트,belt
1159,장,chapter
1160,문자열,string
1161,거래,trading
1162,트릭,trick
1163,가이드,guide
1164,볼륨,volume
1165,경기,match
1166,환상,fantasy
1167,무릎,knee
1168,화합물,compound
1169,위장,stomach
1170,높이,height
1171,초안,draft
1172,낯선 사람 ..... nachseon,stranger
1173,감염,infection
1174,질량,mass
1175,훈련,discipline
1176,과일,fruit
1177,방문자,visitor
1178,시,poem
1179,현상,phenomenon
1180,울타리,fence
1181,응용 프로그램 ..... eung-yong,application
1182,조리법,recipe
1183,의류,clothing
1184,죄책감,guilt
1185,생존,survival
1186,챔피언,champion
1187,유니폼,uniform
1188,인쇄,print
1189,감자,potato
1190,배치,arrangement
1191,달,moon
1192,곰,bear
1193,상처,wound
1194,안정성,stability
1195,자존심,pride
1196,제한,restriction
1197,전체,total
1198,장벽,barrier
1199,사촌,cousin
1200,직업,occupation
1201,실버,silver
1202,케이크,cake
1203,폐,lung
1204,바퀴,wheel
1205,관찰자,observer
1206,조정,tune
1207,설명,description
1208,설립,establishment
1209,챔버,chamber
1210,공포,horror
1211,금융,banking
1212,사과,apple
1213,의미,implication
1214,스틸,steel
1215,목구멍,throat
1216,본질,essence
1217,습격,raid
1218,구별,distinction
1219,독일어,german
1220,입술,lip
1221,타이밍,timing
1222,통찰력,insight
1223,쿠데타,coup
1224,변화,shift
1225,경찰,policeman
1226,습관,habit
1227,시트,sheet
1228,가해자,offender
1229,자정,midnight
1230,실행,execution
1231,불안,anxiety
1232,기업,enterprise
1233,스트립,strip
1234,팝업,pop
1235,궁금,wonder
1236,그림자,shadow
1237,자유,liberty
1238,소설,fiction
1239,개입,intervention
1240,창조,creation
1241,마케팅,marketing
1242,기독교,christian
1243,냄비,pot
1244,낚시,fishing
1245,아침 식사 ..... achim,breakfast
1246,튜브,tube
1247,결정,determination
1248,모래,sand
1249,허가,permission
1250,가이드 라인 ..... gaideu,guideline
1251,수치,shame
1252,폭동,riot
1253,사용자,user
1254,기관,organ
1255,리조트,resort
1256,디자이너,designer
1257,비교,comparison
1258,고용,employment
1259,빵,bread
1260,소원,wish
1261,연인,lover
1262,재킷,jacket
1263,패스,pass
1264,법령,statute
1265,속도,pace
1266,프레임,frame
1267,혼란,confusion
1268,보증,guarantee
1269,위원,commissioner
1270,불꽃,flame
1271,가정,assumption
1272,대학원,graduate
1273,항목,entry
1274,와드,ward
1275,승리,win
1276,오페라,opera
1277,우정,friendship
1278,노출,exposure
1279,돼지,pig
1280,메이트,mate
1281,신경,nerve
1282,길이,length
1283,소,cow
1284,팩,pack
1285,명령,instruction
1286,붕괴,collapse
1287,보조,assistant
1288,반대,objection
1289,일기,diary
1290,학자,scholar
1291,편안함,comfort
1292,준비,preparation
1293,지방,province
1294,통과,passage
1295,결정,crystal
1296,기어,gear
1297,스트로크,stroke
1298,하락,decline
1299,달성,achievement
1300,존재,existence
1301,제휴,alliance
1302,직업,profession
1303,배달,delivery
1304,게시자,publisher
1305,공감,sympathy
1306,요리,dish
1307,걱정,worry
1308,구성 요소 ..... guseong,component
1309,모험,adventure
1310,자르기,crop
1311,타격,blow
1312,술,sake
1313,죄,sin
1314,연금,pension
1315,차고,garage
1316,방사선,radiation
1317,주스,juice
1318,설정,setting
1319,인덱스,index
1320,야채,vegetable
1321,제휴,partnership
1322,시,poetry
1323,인식,recognition
1324,자기,self
1325,서,standing
1326,조직,tissue
1327,쉘,shell
1328,선장,captain
1329,무덤,grave
1330,순위,rank
1331,성별,gender
1332,부족,shortage
1333,상품,prize
1334,코트,coat
1335,씨앗,seed
1336,쥐,rat
1337,토양,soil
1338,해안,shore
1339,패배,defeat
1340,통지,notice
1341,부트,boot
1342,차트,chart
1343,사역,ministry
1344,다이아몬드,diamond
1345,마무리,finish
1346,입학,admission
1347,어두운,dark
1348,실험실,laboratory
1349,전문,professional
1350,보상,reward
1351,유아,infant
1352,텍스트,text
1353,샤워,shower
1354,복용량,dose
1355,공포,panic
1356,순,net
1357,서기,clerk
1358,광부,miner
1359,위임,delegation
1360,상상력,imagination
1361,연합,unity
1362,삼촌,uncle
1363,성분,ingredient
1364,할당,assignment
1365,통화,currency
1366,배터리,battery
1367,터널,tunnel
1368,사임,resignation
1369,구매자,buyer
1370,자전거,bike
1371,흥분,excitement
1372,마우스,mouse
1373,경보,alarm
1374,시인,poet
1375,풍경,landscape
1376,선택,selection
1377,외침,cry
1378,분리,separation
1379,디스플레이,display
1380,장애,disability
1381,카운터,counter
1382,우승,championship
1383,버터,butter
1384,초상화,portrait
1385,스틱,stick
1386,엔지니어링,engineering
1387,신화,myth
1388,에세이,essay
1389,추위,cold
1390,석탄,coal
1391,대비,contrast
1392,관찰,observation
1393,꼬리,tail
1394,메커니즘,mechanism
1395,계획,scheme
1396,프리젠 테이션 ..... peulijen,presentation
1397,천사,angel
1398,보너스,bonus
1399,소유,possession
1400,학습,learning
1401,교육,teaching
1402,갑판,deck
1403,생물,creature
1404,실행,running
1405,문학,literature
1406,약점,weakness
1407,블루,blue
1408,참여,engagement
1409,불확실성,uncertainty
1410,문의,inquiry
1411,동기 부여 ..... dong-gi,motivation
1412,먼지,dust
1413,피크,peak
1414,본능,instinct
1415,바늘,needle
1416,잎,leaf
1417,출시,launch
1418,웃음,laugh
1419,휴가,leave
1420,잔디,grass
1421,철,iron
1422,경쟁,competitor
1423,복잡한,complex
1424,콩,bean
1425,극,pole
1426,선박,vessel
1427,보조금,subsidy
1428,입찰,bid
1429,방문,landing
1430,파이프,pipe
1431,해석,interpretation
1432,대회,tournament
1433,엉덩이,hip
1434,진단,diagnosis
1435,피치,pitch
1436,저널,journal
1437,천장,ceiling
1438,수출,export
1439,인식,awareness
1440,십자가,cross
1441,키스,kiss
1442,시험,examination
1443,제국,empire
1444,교체,replacement
1445,오리,duck
1446,식,formula
1447,악마,devil
1448,제한,limitation
1449,보상,compensation
1450,초대,invitation
1451,선언,declaration
1452,의미,significance
1453,최종,final
1454,프리미엄,premium
1455,구급차,ambulance
1456,카펫,carpet
1457,사원,temple
1458,구성,constituent
1459,양보,concession
1460,동의,consent
1461,전제,premise
1462,유산,heritage
1463,선반,shelf
1464,힌트,hint
1465,리듬,rhythm
1466,책임,liability
1467,발 뒤꿈치 ..... bal,heel
1468,레이어,layer
1469,변형,strain
1470,탄소,carbon
1471,포럼,forum
1472,장점,merit
1473,젊은이,youngster
1474,전송,transfer
1475,배포,distribution
1476,확장,expansion
1477,깊이,depth
1478,담요,blanket
1479,나라,kingdom
1480,진흙,mud
1481,도착,arrival
1482,반사,reflection
1483,봉투,envelope
1484,예약,reserve
1485,사냥,hunting
1486,가구,furniture
1487,제스처,gesture
1488,거주,residence
1489,야망,ambition
1490,못,nail
1491,스펙트럼,spectrum
1492,도면,drawing
1493,열정,enthusiasm
1494,펜,pen
1495,환경 설정 ..... hwangyeong,preference
1496,부재,absence
1497,산소,oxygen
1498,팀,squad
1499,오염,pollution
1500,잠금,lock
1501,확장,extension
1502,참가자,participant
1503,건축가,architect
1504,벤치,bench
1505,밧줄,rope
1506,목표,aim
1507,스트림,stream
1508,진화,evolution
1509,각도,angle
1510,관할,jurisdiction
1511,전세,charter
1512,이데올로기,ideology
1513,조수,tide
1514,표현,representation
1515,식별,identification
1516,농도,concentration
1517,표준,norm
1518,확산,spread
1519,경쟁,rival
1520,실망,disappointment
1521,재판소,tribunal
1522,곡물,grain
1523,비율,proportion
1524,바보,fool
1525,합병,merger
1526,충성,loyalty
1527,게시,publication
1528,참여,participation
1529,탈출,escape
1530,주주,shareholder
1531,선거 구민 ..... seongeo,constituency
1532,페인트,paint
1533,화장실,toilet
1534,유령,ghost
1535,매력,attraction
1536,사자,lion
1537,공예,craft
1538,사용자 지정 ..... sayongja,custom
1539,절벽,cliff
1540,궁전,palace
1541,그립,grip
